736231,20150925,     1,     1,   925,  1,  88
736231,20150925,     1,     2,  1037, -1,  81
736232,20150926,     2,     3,   925,  1,  80
736232,20150926,     2,     4,  1037, -1,  73
736237,20151001,     3,     5,   925,  1,  78
736237,20151001,     3,     6,  2070, -1,  73
736238,20151002,     4,     7,   409,  1,  77
736238,20151002,     4,     8,  1495, -1,  76
736238,20151002,     5,     9,  2070, -1,  76
736238,20151002,     5,    10,   925,  1,  73
736238,20151002,     6,    11,  1281,  1,  84
736238,20151002,     6,    12,   150, -1,  70
736238,20151002,     7,    13,  1387,  0,  90
736238,20151002,     7,    14,    24,  0,  62
736238,20151002,     8,    15,  1620,  0,  91
736238,20151002,     8,    16,   638,  0,  82
736238,20151002,     9,    17,  1747,  0,  83
736238,20151002,     9,    18,   946,  0,  60
736238,20151002,    10,    19,  1065, -1,  83
736238,20151002,    10,    20,  1841,  1,  64
736238,20151002,    11,    21,   188,  1,  79
736238,20151002,    11,    22,   714, -1,  68
736238,20151002,    12,    23,  1364,  1,  92
736238,20151002,    12,    24,  1900, -1,  86
736238,20151002,    13,    25,  1905, -1,  97
736238,20151002,    13,    26,  1264,  1,  88
736238,20151002,    14,    27,  1084,  0,  85
736238,20151002,    14,    28,  1303,  0,  71
736238,20151002,    15,    29,   259, -1,  80
736238,20151002,    15,    30,  1943,  1,  47
736239,20151003,    16,    31,   259,  0,  71
736239,20151003,    16,    32,   638,  0,  67
736239,20151003,    17,    33,  1065, -1,  62
736239,20151003,    17,    34,  1069,  1,  59
736239,20151003,    18,    35,  1084,  0,  84
736239,20151003,    18,    36,    24,  0,  72
736239,20151003,    19,    37,  2021, -1,  88
736239,20151003,    19,    38,  1281,  1,  69
736239,20151003,    20,    39,  1387, -1,  84
736239,20151003,    20,    40,   188,  1,  77
736239,20151003,    21,    41,  1900, -1,  89
736239,20151003,    21,    42,  1364,  1,  55
736239,20151003,    22,    43,  1747, -1, 100
736239,20151003,    22,    44,  1264,  1,  94
736239,20151003,    23,    45,  1303,  0, 101
736239,20151003,    23,    46,   714,  0,  80
736239,20151003,    24,    47,   946,  0,  97
736239,20151003,    24,    48,  1905,  0,  95
736239,20151003,    25,    49,  1620, -1,  95
736239,20151003,    25,    50,  1943,  1,  72
736240,20151004,    26,    51,    24,  0,  88
736240,20151004,    26,    52,   714,  0,  77
